id,order_id,method,status,amount,payment_date
3011,292,debit_card,failed,76876.96,2025-10-30 17:23:22
3012,6065,upi,failed,38912.16,2024-08-29 02:04:21
3013,4712,cod,completed,5959.57,2025-11-02 12:26:26
3014,8225,credit_card,pending,14130.42,2026-04-13 15:17:09
3015,2772,credit_card,pending,37592.7,2024-12-24 22:43:49
3016,5703,credit_card,pending,40656.18,2025-01-31 18:51:37
3017,260,wallet,pending,85179.2,2024-05-18 23:00:38
3018,5719,credit_card,refunded,96906.67,2024-08-08 13:24:17
3019,1966,cod,completed,39049.3,2026-03-20 08:10:00
3020,7561,net_banking,failed,80261.11,2024-07-08 17:27:26
3021,4597,net_banking,pending,88551.17,2025-10-02 15:12:33
3022,2614,cod,completed,67396.58,2024-10-17 14:23:52
3023,8442,cod,failed,99161.24,2024-04-23 16:38:13
3024,9898,cod,refunded,34643.09,2025-02-09 04:57:20
3025,8814,cod,refunded,78479.93,2024-04-21 18:23:39
3026,2698,credit_card,completed,88837.46,2025-06-30 04:19:43
3027,4213,wallet,refunded,8125.24,2024-06-03 11:36:17
3028,490,debit_card,refunded,78321.18,2026-01-11 03:12:12
3029,5561,debit_card,failed,48839.85,2025-02-14 02:39:17
3030,4840,credit_card,failed,29217.87,2025-12-07 04:08:40
3031,2338,cod,refunded,11588.26,2025-07-03 11:25:34
3032,9537,net_banking,failed,33777.87,2024-07-21 00:54:47
3033,1056,upi,failed,58088.76,2026-02-13 18:19:01
3034,5819,credit_card,pending,5069.08,2024-10-10 11:56:35
3035,303,net_banking,failed,30570.51,2025-12-02 02:37:05
3036,3208,upi,refunded,91136.0,2025-08-20 02:44:02
3037,4167,debit_card,refunded,68823.96,2024-05-16 10:42:34
3038,9724,upi,completed,41341.85,2025-06-30 21:36:39
3039,1522,credit_card,pending,56592.73,2025-06-16 21:01:07
3040,2614,upi,failed,5762.98,2024-06-15 12:39:59
3041,8545,credit_card,failed,71005.6,2024-05-04 11:35:52
3042,4869,net_banking,pending,15171.77,2025-09-05 02:17:56
3043,3246,net_banking,pending,44025.06,2026-01-19 03:03:59
3044,1841,net_banking,pending,78456.79,2026-03-27 13:22:45
3045,209,debit_card,completed,36364.24,2025-04-24 03:53:20
3046,5499,upi,completed,66108.12,2026-04-17 01:30:04
3047,1316,debit_card,failed,74325.97,2025-07-07 00:00:13
3048,7375,net_banking,completed,99396.12,2025-09-01 22:22:57
3049,8946,credit_card,failed,29986.95,2025-02-12 23:12:18
3050,1135,net_banking,failed,26663.76,2024-11-24 12:12:59
3051,518,credit_card,refunded,24807.68,2025-10-03 15:19:10
3052,7359,wallet,pending,35164.43,2025-08-10 14:36:37
3053,9001,upi,completed,55415.58,2025-02-13 12:29:06
3054,7301,debit_card,completed,21207.55,2025-04-03 09:06:06
3055,6654,wallet,pending,2727.39,2026-03-27 02:44:47
3056,8900,debit_card,refunded,65207.19,2025-11-21 03:38:51
3057,5800,net_banking,pending,13748.13,2024-10-20 17:05:42
3058,998,net_banking,failed,38707.72,2025-10-01 12:27:02
3059,6698,net_banking,refunded,26045.38,2025-05-05 03:22:04
3060,9094,upi,refunded,17040.35,2025-08-07 22:28:23
3061,783,wallet,failed,92177.28,2024-10-30 07:44:58
3062,950,cod,pending,64912.24,2025-01-12 04:36:55
3063,5009,debit_card,completed,35682.6,2025-08-26 15:31:33
3064,256,wallet,completed,51512.68,2025-04-07 12:08:41
3065,1963,credit_card,completed,52144.61,2025-04-26 06:14:11
3066,5488,credit_card,failed,23917.88,2026-04-03 05:58:32
3067,2509,upi,failed,14181.43,2026-03-18 01:18:28
3068,4033,debit_card,refunded,33801.02,2024-08-16 01:19:14
3069,9248,credit_card,pending,86123.88,2025-04-06 21:57:25
3070,9221,wallet,pending,77917.33,2025-06-09 18:51:46
3071,3043,wallet,completed,80951.21,2026-03-03 04:39:11
3072,700,upi,completed,1609.78,2025-01-23 20:01:43
3073,7096,net_banking,completed,88967.01,2024-10-09 23:18:00
3074,8869,debit_card,pending,22777.0,2024-08-09 06:34:19
3075,8640,upi,pending,10549.89,2024-11-27 22:08:47
3076,7058,cod,refunded,46445.44,2025-08-26 22:54:04
3077,6584,wallet,completed,69635.67,2025-11-07 21:03:02
3078,1068,wallet,pending,73472.02,2024-09-01 12:48:05
3079,5381,credit_card,refunded,88126.96,2025-02-14 19:53:20
3080,9481,net_banking,pending,60227.49,2024-11-04 21:22:57
3081,7947,upi,failed,34900.14,2026-03-05 03:07:46
3082,4545,credit_card,refunded,59150.66,2024-08-21 15:08:31
3083,1907,upi,completed,51032.49,2025-01-30 00:05:45
3084,7111,net_banking,completed,55275.22,2025-11-14 21:19:36
3085,5001,debit_card,pending,77193.54,2024-05-05 08:55:09
3086,5201,cod,failed,41373.86,2025-03-20 10:46:34
3087,6957,wallet,failed,59986.43,2026-01-04 17:18:29
3088,7567,wallet,completed,56363.3,2024-12-08 00:22:30
3089,2951,cod,refunded,22735.41,2024-08-08 22:40:30
3090,7797,debit_card,completed,96332.65,2024-05-22 03:54:13
3091,3742,net_banking,pending,19146.45,2025-04-11 08:22:41
3092,1292,wallet,pending,32713.83,2025-03-03 20:30:04
3093,6644,upi,pending,92399.63,2025-10-23 02:46:01
3094,4351,credit_card,completed,30888.3,2026-03-03 11:22:38
3095,346,net_banking,refunded,51884.5,2025-06-13 16:53:13
3096,3780,debit_card,refunded,38526.56,2026-02-09 15:09:25
3097,8968,credit_card,refunded,3435.99,2024-10-12 09:56:29
3098,5804,cod,pending,58343.01,2025-02-25 12:45:05
3099,7714,credit_card,completed,68102.75,2024-07-25 05:14:36
3100,3049,debit_card,refunded,74960.33,2026-01-31 15:52:51
3101,7233,upi,completed,46303.4,2025-08-18 17:25:40
3102,8751,credit_card,pending,21863.69,2025-01-18 05:55:37
3103,1233,wallet,failed,19358.55,2024-09-27 17:54:19
3104,1230,debit_card,failed,85962.82,2025-02-28 07:08:27
3105,7890,cod,pending,80498.8,2025-03-12 05:15:13
3106,9201,debit_card,refunded,12521.09,2026-03-06 10:31:37
3107,1781,cod,failed,46180.51,2025-03-09 13:35:35
3108,2795,credit_card,refunded,20576.77,2025-04-11 20:29:06
3109,7558,wallet,refunded,88594.02,2025-11-09 19:06:31
3110,3752,cod,failed,31272.38,2025-04-05 10:19:34
3111,4597,upi,failed,79370.8,2025-03-29 21:23:10
3112,6842,upi,refunded,90281.05,2025-02-14 19:43:21
3113,3179,credit_card,pending,77866.14,2025-04-14 03:12:32
3114,8387,wallet,failed,59286.1,2025-01-26 11:52:39
3115,6628,net_banking,completed,47394.53,2025-01-06 11:41:46
3116,309,credit_card,failed,22436.95,2024-12-28 07:54:29
3117,3185,credit_card,pending,29891.5,2025-09-17 22:04:57
3118,5996,net_banking,pending,40519.63,2025-02-22 22:20:32
3119,7104,credit_card,pending,89014.73,2024-07-31 12:03:37
3120,4336,credit_card,pending,75130.45,2025-11-01 22:03:21
3121,2128,upi,failed,94805.59,2025-06-04 17:21:37
3122,3025,wallet,completed,43279.81,2024-09-26 01:09:30
3123,7657,debit_card,failed,69278.91,2024-10-27 04:31:41
3124,557,wallet,refunded,21831.25,2024-10-04 15:02:15
3125,7110,debit_card,pending,26264.58,2025-10-24 14:15:39
3126,3198,cod,pending,51676.31,2024-09-14 10:28:12
3127,3113,net_banking,completed,76335.1,2025-07-04 14:07:01
3128,9658,cod,completed,52057.79,2024-09-17 06:15:57
3129,114,upi,failed,774.85,2026-02-26 15:49:18
3130,3756,credit_card,completed,27790.7,2025-11-06 13:53:13
3131,1835,cod,pending,40243.92,2025-09-13 05:21:00
3132,8030,net_banking,failed,58105.04,2025-12-19 03:47:13
3133,7820,debit_card,refunded,55542.81,2025-08-12 19:18:45
3134,1569,debit_card,completed,92591.55,2025-01-26 09:10:04
3135,7784,cod,completed,88816.37,2026-03-19 10:26:39
3136,2644,cod,refunded,81002.12,2025-04-14 00:34:35
3137,9149,credit_card,pending,36441.49,2025-06-18 21:54:52
3138,3401,cod,completed,36567.86,2026-02-17 23:38:43
3139,8256,wallet,completed,3514.41,2025-12-03 12:10:43
3140,2866,credit_card,completed,39812.77,2025-12-25 08:01:58
3141,1040,net_banking,pending,65201.19,2025-03-02 04:10:24
3142,4004,wallet,failed,7359.75,2025-02-04 05:42:41
3143,7759,wallet,refunded,40426.08,2025-09-01 07:39:14
3144,2532,wallet,refunded,31046.13,2024-12-13 11:38:05
3145,236,net_banking,completed,41422.37,2024-10-01 22:48:23
3146,4111,wallet,pending,479.69,2025-02-18 05:29:48
3147,497,debit_card,pending,41803.14,2024-08-06 21:13:58
3148,8799,credit_card,completed,53155.47,2025-04-19 08:23:28
3149,3987,net_banking,completed,60213.56,2024-07-12 12:00:33
3150,8849,upi,completed,94182.6,2025-06-14 17:41:00
3151,949,wallet,completed,96557.63,2025-09-07 17:12:36
3152,3012,net_banking,pending,27462.1,2025-04-05 10:28:31
3153,9375,upi,completed,59397.16,2024-12-08 08:59:55
3154,4016,net_banking,completed,24372.9,2026-03-22 19:00:25
3155,2857,credit_card,refunded,16822.59,2026-01-26 00:46:43
3156,4924,wallet,refunded,10003.38,2025-12-11 17:47:49
3157,1401,upi,refunded,79997.05,2026-02-23 22:39:58
3158,2610,debit_card,pending,81778.07,2025-08-16 11:17:48
3159,6371,net_banking,pending,6545.33,2025-03-05 05:03:23
3160,9438,upi,refunded,49172.19,2024-05-28 15:12:05
3161,1387,upi,pending,84891.28,2024-09-20 23:53:24
3162,9198,credit_card,failed,29555.91,2024-10-04 19:07:01
3163,1724,debit_card,pending,98722.99,2025-01-06 09:29:35
3164,3303,net_banking,completed,28568.32,2025-06-21 14:55:38
3165,7315,upi,failed,40329.17,2026-03-11 08:01:15
3166,3508,net_banking,refunded,70293.29,2024-08-18 20:05:00
3167,7859,debit_card,completed,79796.46,2025-09-13 11:25:03
3168,7524,net_banking,pending,70379.38,2025-02-11 14:19:01
3169,3085,wallet,failed,64098.14,2026-04-16 23:50:34
3170,3936,net_banking,pending,42721.69,2025-05-26 01:32:17
3171,7775,upi,pending,69834.0,2025-03-20 11:39:24
3172,9727,wallet,failed,64477.17,2024-09-06 03:56:33
3173,6803,net_banking,completed,67578.07,2025-03-29 04:22:30
3174,7793,cod,failed,41706.93,2024-05-07 14:56:49
3175,1403,wallet,failed,35419.2,2025-10-10 03:09:15
3176,5615,net_banking,refunded,48217.82,2024-09-26 11:11:28
3177,8126,wallet,failed,56329.56,2025-02-12 21:38:16
3178,9985,upi,failed,50559.64,2025-07-03 19:35:36
3179,6783,credit_card,completed,44037.18,2025-09-19 04:17:01
3180,5113,wallet,completed,19091.9,2024-08-30 23:17:17
3181,6183,credit_card,failed,13139.65,2024-11-17 09:40:36
3182,4375,upi,pending,18323.27,2025-11-19 12:32:36
3183,6389,net_banking,pending,15625.03,2025-09-29 18:29:20
3184,7855,wallet,completed,61823.1,2025-06-30 16:29:21
3185,9630,wallet,pending,91322.55,2025-12-07 14:17:47
3186,1777,cod,pending,96257.17,2024-08-18 03:59:00
3187,7179,cod,refunded,20911.47,2025-08-30 04:10:06
3188,2652,wallet,failed,355.14,2025-02-25 06:08:37
3189,8322,cod,pending,30471.62,2025-07-09 18:41:19
3190,8043,upi,pending,62551.11,2025-12-17 09:31:46
3191,7161,wallet,pending,51299.5,2026-01-01 03:18:11
3192,6150,upi,failed,85872.48,2024-09-19 18:03:50
3193,249,wallet,refunded,77692.22,2024-08-14 03:33:45
3194,1666,wallet,refunded,91802.37,2025-03-04 13:37:09
3195,51,net_banking,completed,62502.08,2024-12-20 22:26:13
3196,3386,cod,pending,23567.61,2025-04-18 01:34:58
3197,4981,credit_card,completed,67657.11,2024-10-26 22:46:28
3198,6016,wallet,failed,18242.92,2026-02-22 07:52:36
3199,702,credit_card,refunded,37410.67,2025-11-13 16:37:16
3200,5972,upi,failed,47530.36,2024-07-29 12:20:46
3201,8544,net_banking,completed,63496.71,2025-12-02 10:53:42
3202,9098,credit_card,pending,68580.05,2026-04-12 10:25:38
3203,8117,cod,pending,78443.21,2025-05-02 03:05:19
3204,6461,credit_card,failed,99074.15,2024-12-20 17:17:25
3205,7846,debit_card,failed,11668.2,2025-08-06 04:31:17
3206,9376,net_banking,pending,77903.25,2026-04-13 19:22:49
3207,7072,net_banking,pending,40861.22,2025-12-03 01:17:34
3208,1096,cod,failed,19448.5,2025-08-07 17:11:11
3209,1300,net_banking,refunded,40646.91,2025-06-05 05:30:08
3210,2696,upi,failed,69392.55,2025-11-11 05:56:13
3211,6171,wallet,refunded,70267.8,2025-08-19 22:59:15
3212,1498,wallet,pending,29405.84,2026-02-28 10:53:29
3213,3771,cod,refunded,86694.21,2024-05-16 12:41:35
3214,7399,upi,refunded,33306.74,2025-09-26 07:42:26
3215,5931,upi,refunded,78552.46,2024-07-03 12:02:18
3216,6300,wallet,completed,26905.35,2025-12-21 08:39:46
3217,2960,net_banking,pending,37334.91,2024-06-08 21:00:14
3218,3858,wallet,completed,81305.82,2024-06-24 17:07:12
3219,5084,wallet,refunded,58879.72,2024-05-05 18:46:46
3220,6180,cod,pending,54718.82,2024-04-25 20:13:08
3221,1890,wallet,refunded,75804.06,2026-04-03 19:52:06
3222,8480,wallet,pending,28915.92,2026-02-17 20:06:51
3223,4738,cod,pending,19377.01,2026-02-23 10:36:07
3224,3655,upi,refunded,26084.09,2024-05-30 02:00:17
3225,1726,debit_card,refunded,12181.88,2025-01-01 14:23:30
3226,9237,debit_card,refunded,61285.29,2026-02-10 08:15:22
3227,2699,debit_card,completed,87929.47,2024-06-27 23:21:22
3228,9842,cod,failed,29501.19,2024-12-18 10:50:39
3229,1150,cod,completed,8568.19,2026-04-12 16:12:33
3230,3233,upi,failed,33102.85,2026-03-20 13:27:48
3231,7202,wallet,pending,91977.57,2025-01-21 03:55:30
3232,7790,debit_card,failed,40167.42,2024-09-23 18:56:56
3233,9127,net_banking,completed,93859.82,2025-11-17 16:02:21
3234,941,net_banking,completed,94120.91,2024-08-14 02:03:54
3235,5710,net_banking,completed,44261.84,2024-10-01 13:27:06
3236,1208,cod,failed,11005.0,2024-12-13 23:59:28
3237,862,upi,pending,23690.72,2026-02-01 02:00:23
3238,7958,net_banking,refunded,95444.01,2024-06-09 09:22:57
3239,7973,wallet,failed,80473.79,2025-01-26 00:18:58
3240,3306,cod,completed,71979.38,2025-08-16 04:30:13
3241,2173,upi,refunded,47996.06,2026-03-26 08:11:22
3242,7667,credit_card,refunded,47218.11,2024-12-20 03:58:11
3243,5382,net_banking,pending,80924.85,2025-07-16 06:53:30
3244,494,wallet,failed,33514.84,2026-03-22 16:00:26
3245,392,debit_card,failed,90225.5,2026-01-22 10:24:22
3246,3333,wallet,completed,37769.06,2025-04-01 00:10:04
3247,9634,net_banking,refunded,57185.24,2025-04-23 02:53:34
3248,1984,debit_card,refunded,38749.5,2025-01-07 02:58:18
3249,4417,wallet,refunded,84133.78,2025-10-17 14:44:15
3250,9902,wallet,refunded,60292.12,2024-09-02 04:55:23
3251,134,wallet,refunded,51869.89,2024-11-30 03:47:15
3252,3801,wallet,pending,98691.48,2024-12-10 15:26:07
3253,4867,credit_card,completed,32422.86,2024-07-06 22:42:38
3254,626,cod,failed,61029.49,2026-01-02 07:14:55
3255,4612,upi,failed,46699.83,2025-06-29 12:57:58
3256,3052,net_banking,pending,45327.86,2024-08-21 05:44:31
3257,5936,upi,failed,34424.61,2026-03-19 19:04:12
3258,2467,net_banking,refunded,6468.0,2026-03-04 01:28:33
3259,9857,upi,failed,46060.68,2024-08-15 04:25:24
3260,2673,wallet,refunded,27798.85,2024-08-23 21:56:57
3261,899,net_banking,failed,98016.26,2025-03-07 14:14:55
3262,4026,wallet,pending,93164.71,2024-07-20 02:30:48
3263,6256,credit_card,completed,44938.52,2025-06-06 13:30:38
3264,2759,wallet,pending,22915.93,2026-03-27 02:34:04
3265,6782,wallet,pending,67628.86,2025-08-12 08:21:48
3266,305,wallet,failed,53540.57,2025-03-03 07:36:35
3267,7870,net_banking,pending,89075.57,2024-08-20 01:11:02
3268,7696,upi,pending,10720.56,2025-06-29 08:48:00
3269,9433,cod,completed,83820.08,2025-06-22 02:38:11
3270,9841,cod,completed,98514.32,2025-08-20 10:06:50
3271,6451,net_banking,refunded,69192.15,2025-04-18 19:59:56
3272,4989,cod,refunded,81465.8,2025-10-14 17:00:27
3273,1508,net_banking,refunded,6798.16,2024-11-23 13:12:58
3274,6607,debit_card,refunded,40697.95,2025-10-07 00:28:43
3275,7204,cod,refunded,7093.17,2026-02-06 18:23:24
3276,3809,debit_card,refunded,20842.21,2026-03-21 23:54:36
3277,8752,credit_card,completed,1134.03,2024-10-29 19:35:08
3278,3243,debit_card,refunded,13069.59,2024-07-16 03:48:53
3279,8450,net_banking,failed,2819.87,2025-09-16 18:02:23
3280,4143,net_banking,refunded,36690.11,2024-08-11 00:18:28
3281,4536,wallet,refunded,45305.58,2026-03-26 07:03:23
3282,5125,debit_card,refunded,29764.62,2025-03-30 16:13:57
3283,4071,upi,failed,28797.69,2024-07-03 12:07:08
3284,2162,credit_card,refunded,38091.03,2025-11-27 01:23:54
3285,793,wallet,pending,84799.59,2024-05-19 16:41:19
3286,2894,wallet,completed,89683.67,2024-08-02 10:22:00
3287,8318,debit_card,pending,91720.59,2026-03-03 19:19:59
3288,9654,debit_card,pending,35599.51,2025-02-09 00:01:47
3289,6314,upi,pending,28954.65,2025-04-21 08:29:52
3290,5815,net_banking,refunded,61937.24,2025-02-07 18:35:16
3291,9809,credit_card,pending,92745.95,2025-04-24 12:18:41
3292,9849,debit_card,completed,18895.56,2024-08-29 12:11:22
3293,5180,debit_card,failed,1556.63,2025-12-05 23:06:49
3294,4463,credit_card,failed,63762.7,2024-05-04 14:35:41
3295,5359,wallet,failed,69549.57,2025-07-18 09:43:26
3296,2383,net_banking,refunded,51775.23,2025-10-05 14:08:14
3297,1527,cod,completed,48089.45,2026-01-14 10:20:52
3298,9350,cod,completed,80452.34,2025-01-25 13:57:16
3299,3707,debit_card,failed,43645.36,2026-04-12 04:38:35
3300,5091,debit_card,pending,9458.54,2025-03-27 14:16:31
3301,4387,upi,failed,44829.97,2025-07-17 09:47:07
3302,6197,credit_card,refunded,86893.87,2025-07-07 07:48:10
3303,2872,wallet,failed,5399.64,2024-09-07 08:14:53
3304,6790,upi,pending,1487.59,2025-04-01 13:31:20
3305,1275,wallet,failed,6393.3,2026-03-14 11:46:05
3306,7977,debit_card,completed,63880.21,2024-05-04 12:46:41
3307,6040,debit_card,completed,25637.62,2025-05-06 01:49:29
3308,7013,upi,failed,28216.13,2025-09-22 21:10:09
3309,1042,debit_card,pending,22116.11,2025-07-03 08:13:26
3310,8875,upi,refunded,45550.62,2025-01-11 04:03:24
3311,2844,net_banking,failed,30341.22,2026-03-07 23:28:32
3312,849,credit_card,completed,70565.54,2025-01-08 00:31:07
3313,8359,wallet,pending,89271.96,2024-06-24 03:20:01
3314,3444,upi,completed,34031.08,2026-03-08 16:00:27
3315,4296,debit_card,failed,62996.07,2025-01-31 11:19:46
3316,7042,debit_card,refunded,80629.75,2024-06-11 14:49:32
3317,39,net_banking,pending,83585.28,2024-09-03 18:31:54
3318,4065,wallet,failed,96886.55,2024-08-01 22:09:01
3319,7449,upi,pending,24561.89,2025-08-16 19:24:21
3320,4216,credit_card,refunded,67298.76,2024-12-08 04:58:37
3321,1446,wallet,failed,1943.77,2025-09-27 05:46:26
3322,8777,debit_card,failed,5273.89,2025-02-18 20:09:08
3323,5666,cod,failed,76907.36,2026-04-01 04:20:34
3324,6844,cod,failed,7900.18,2024-08-13 05:14:38
3325,975,net_banking,pending,66221.04,2024-07-14 07:17:15
3326,7058,credit_card,pending,62461.18,2026-04-15 08:49:28
3327,5715,wallet,refunded,21930.63,2025-12-24 11:19:35
3328,7203,debit_card,failed,23916.28,2025-09-20 15:53:41
3329,18,debit_card,pending,31627.84,2024-09-19 05:25:35
3330,4471,net_banking,failed,22867.24,2025-08-24 17:23:32
3331,9764,upi,failed,89214.56,2024-12-24 04:52:40
3332,2093,wallet,pending,68826.74,2024-12-02 04:24:43
3333,4165,cod,pending,6212.02,2025-10-23 16:13:57
3334,2702,cod,completed,10835.86,2025-12-25 21:08:53
3335,5816,credit_card,refunded,56064.07,2025-12-21 01:29:09
3336,3981,credit_card,failed,68485.58,2024-06-22 15:12:37
3337,9533,credit_card,pending,24065.44,2025-01-19 14:55:52
3338,4450,cod,completed,94564.77,2025-07-31 07:51:48
3339,2607,net_banking,completed,2608.31,2025-12-30 22:59:03
3340,5421,cod,failed,76920.35,2025-05-08 09:25:46
3341,6025,cod,failed,93941.04,2024-05-01 12:03:20
3342,6269,debit_card,failed,60739.26,2025-08-15 02:58:28
3343,6087,net_banking,failed,73350.2,2026-03-12 04:57:21
3344,7252,wallet,completed,83446.69,2025-07-21 15:02:11
3345,3760,wallet,completed,60276.0,2025-03-09 13:50:09
3346,4740,debit_card,pending,3045.49,2024-08-28 10:07:58
3347,5753,credit_card,failed,76209.74,2025-01-27 18:44:32
3348,8962,net_banking,completed,78542.72,2026-02-09 07:07:33
3349,8673,credit_card,failed,48281.46,2024-11-01 09:35:11
3350,8352,debit_card,refunded,51891.38,2024-09-15 06:11:38
3351,199,cod,pending,56129.37,2025-05-22 21:31:03
3352,9216,net_banking,failed,63153.14,2024-11-22 18:47:02
3353,9643,cod,failed,40480.8,2025-05-28 08:10:16
3354,291,net_banking,failed,34213.11,2026-03-22 11:37:17
3355,6874,debit_card,failed,67923.58,2026-03-31 12:42:13
3356,6180,cod,refunded,454.07,2024-05-07 07:39:26
3357,3428,debit_card,refunded,10030.66,2025-05-04 09:35:50
3358,8754,cod,refunded,35732.43,2024-12-22 13:09:09
3359,7406,upi,pending,79487.45,2026-03-23 16:16:09
3360,9047,credit_card,completed,3552.18,2024-08-26 17:31:39
3361,5594,cod,completed,4660.0,2024-05-29 12:10:46
3362,6560,wallet,pending,88678.22,2025-09-05 12:24:42
3363,4711,debit_card,pending,63315.47,2024-10-21 14:15:03
3364,4255,wallet,failed,48053.05,2025-10-15 05:10:01
3365,8109,debit_card,completed,4239.19,2024-12-13 06:44:04
3366,4881,cod,failed,82486.92,2024-11-09 11:24:43
3367,4406,credit_card,refunded,23629.15,2025-04-02 19:18:16
3368,1659,wallet,refunded,8162.59,2025-03-21 09:23:23
3369,8871,cod,pending,12167.18,2025-01-06 06:24:41
3370,2964,credit_card,completed,75755.74,2024-05-20 12:46:21
3371,8001,debit_card,pending,73523.94,2024-11-17 00:39:53
3372,4140,debit_card,refunded,8347.17,2025-11-22 15:35:31
3373,6428,net_banking,refunded,27531.22,2025-11-30 05:40:13
3374,1086,credit_card,refunded,69468.46,2025-09-11 04:16:30
3375,3603,upi,completed,44352.46,2025-04-09 21:59:36
3376,6887,upi,completed,98865.9,2025-09-13 06:55:34
3377,409,wallet,completed,10729.05,2024-06-20 10:28:59
3378,3159,credit_card,pending,7616.01,2025-01-02 16:40:49
3379,6329,credit_card,completed,17929.5,2025-06-21 07:07:02
3380,5416,debit_card,pending,6035.55,2024-05-13 11:28:23
3381,8066,upi,pending,80753.11,2024-07-29 14:06:46
3382,6279,net_banking,failed,21158.44,2026-02-25 10:37:38
3383,618,wallet,refunded,2517.67,2026-04-08 18:40:35
3384,4863,debit_card,completed,9732.62,2025-08-16 21:59:19
3385,8041,debit_card,completed,13157.28,2024-04-27 09:40:23
3386,4927,net_banking,failed,98550.66,2025-11-10 17:19:43
3387,7770,credit_card,pending,38139.9,2025-07-08 16:16:57
3388,6447,credit_card,refunded,45476.7,2024-05-04 00:45:49
3389,3882,net_banking,refunded,52883.51,2024-12-10 05:33:18
3390,2696,credit_card,failed,12312.65,2025-02-08 18:50:49
3391,1932,credit_card,pending,45967.25,2024-09-21 04:13:37
3392,9963,credit_card,failed,47145.3,2026-03-22 16:22:27
3393,8734,cod,pending,72668.86,2025-04-19 06:18:47
3394,1557,net_banking,pending,73511.49,2025-02-08 06:39:07
3395,6402,upi,refunded,63808.01,2025-02-14 18:52:13
3396,7022,cod,failed,53981.3,2024-05-17 01:23:51
3397,6069,net_banking,failed,45041.1,2025-10-11 03:44:09
3398,349,debit_card,completed,39906.67,2025-09-22 23:49:11
3399,7556,cod,failed,63359.73,2024-11-15 01:04:34
3400,4580,net_banking,pending,83362.41,2025-10-12 08:57:43
3401,340,wallet,completed,74254.22,2025-02-04 11:46:33
3402,7915,wallet,failed,54039.41,2025-01-04 19:18:40
3403,6590,upi,completed,21799.51,2025-01-29 00:09:24
3404,705,wallet,pending,28972.34,2026-01-02 22:21:00
3405,3507,debit_card,failed,87710.0,2025-05-22 05:53:07
3406,407,upi,completed,2701.45,2026-02-11 03:22:38
3407,7586,credit_card,pending,2443.17,2025-12-19 03:41:09
3408,6434,net_banking,failed,33821.38,2025-03-14 20:08:30
3409,7319,upi,completed,81262.66,2025-03-01 09:17:19
3410,7114,upi,pending,94852.94,2025-10-20 11:17:15
3411,3455,wallet,completed,34215.73,2025-01-09 20:21:50
3412,1706,net_banking,completed,82037.49,2024-07-30 21:37:18
3413,3315,credit_card,completed,84284.46,2025-01-13 00:59:15
3414,5718,wallet,completed,9064.16,2025-10-29 15:56:15
3415,2872,net_banking,completed,68547.2,2024-11-08 06:58:32
3416,479,wallet,pending,78298.68,2025-06-22 03:46:55
3417,4231,wallet,pending,53573.1,2024-09-15 22:36:13
3418,8447,cod,refunded,88066.23,2025-05-03 19:04:57
3419,1296,credit_card,completed,77200.09,2024-11-23 20:47:39
3420,8227,credit_card,failed,30524.36,2024-11-12 05:45:33
3421,3796,credit_card,refunded,98159.13,2024-06-22 19:33:42
3422,7610,net_banking,completed,9366.31,2026-03-29 12:50:17
3423,2188,net_banking,pending,70266.55,2025-04-03 12:53:10
3424,8463,credit_card,pending,56510.21,2026-04-02 17:51:04
3425,1553,cod,refunded,99924.1,2025-09-22 22:01:49
3426,7028,debit_card,failed,12956.68,2024-06-23 23:19:19
3427,5470,debit_card,refunded,48451.02,2026-01-04 17:46:06
3428,7400,credit_card,pending,1348.25,2025-09-18 13:54:44
3429,108,net_banking,refunded,52645.36,2026-03-29 12:32:46
3430,7097,upi,refunded,99210.65,2024-12-22 14:01:01
3431,5033,credit_card,failed,47318.66,2026-02-17 05:45:29
3432,3854,upi,failed,42830.36,2025-05-19 07:10:47
3433,9327,upi,completed,63616.08,2026-03-15 21:54:08
3434,4782,debit_card,failed,17322.21,2024-07-16 06:53:15
3435,7527,net_banking,refunded,53883.01,2024-05-06 23:30:47
3436,9334,cod,refunded,71773.18,2026-01-08 20:11:35
3437,3623,cod,failed,8934.88,2024-07-27 22:31:05
3438,6321,credit_card,completed,72541.89,2026-01-05 07:46:37
3439,4083,cod,refunded,73985.93,2025-12-02 00:30:49
3440,494,credit_card,failed,67667.7,2024-07-11 06:10:20
3441,279,wallet,failed,71277.05,2024-10-24 19:44:41
3442,1013,cod,refunded,79622.58,2024-06-15 21:48:44
3443,1257,upi,pending,62136.4,2024-09-03 16:08:27
3444,6226,cod,completed,14169.27,2025-02-03 03:05:07
3445,950,cod,failed,48817.64,2024-06-08 13:32:59
3446,8050,debit_card,failed,71801.44,2024-08-16 17:30:19
3447,6858,credit_card,pending,36203.66,2025-07-07 07:46:33
3448,9972,cod,failed,68701.14,2026-01-01 14:51:55
3449,3768,debit_card,failed,9253.45,2024-10-20 03:36:14
3450,2060,cod,pending,43497.43,2025-12-15 01:56:12
3451,8971,cod,pending,32159.21,2024-06-25 23:38:10
3452,6695,net_banking,pending,66197.78,2026-02-18 22:58:44
3453,3163,credit_card,pending,35200.78,2024-06-16 16:23:46
3454,1374,cod,completed,26379.56,2024-04-26 14:25:24
3455,3278,upi,completed,40800.49,2025-11-01 18:19:00
3456,5272,net_banking,pending,69269.12,2024-04-29 13:17:50
