id,customer_id,vendor_id,order_date,status,total_amount,order_month,order_year
1457,82,25,2025-10-17 09:40:30,cancelled,38122.64,10,2025
1458,394,11,2025-05-25 01:44:16,shipped,56592.61,5,2025
1459,338,10,2026-02-18 04:41:58,processing,86894.97,2,2026
1460,92,50,2024-09-10 23:57:39,pending,42016.21,9,2024
1461,159,47,2025-07-11 03:45:41,delivered,28949.18,7,2025
1462,93,8,2025-05-11 20:27:11,processing,96047.34,5,2025
1463,2,40,2024-10-01 12:21:03,shipped,1319.56,10,2024
1464,255,32,2025-09-14 08:56:37,cancelled,80764.71,9,2025
1465,312,32,2026-01-19 01:22:52,processing,21765.7,1,2026
1466,338,31,2025-11-16 14:22:59,delivered,41074.12,11,2025
1467,41,39,2026-04-17 18:07:49,cancelled,756.65,4,2026
1468,452,36,2025-04-17 01:38:20,shipped,62014.63,4,2025
1469,286,14,2024-11-13 05:18:40,pending,18565.51,11,2024
1470,29,42,2026-04-17 00:36:22,shipped,3768.43,4,2026
1471,438,3,2025-08-27 14:25:56,cancelled,83817.64,8,2025
1472,153,22,2025-06-06 21:13:52,pending,4998.23,6,2025
1473,214,12,2026-01-07 10:14:09,processing,67241.84,1,2026
1474,313,43,2025-08-09 08:17:05,cancelled,57271.03,8,2025
1475,288,12,2026-02-10 11:29:40,delivered,74958.55,2,2026
1476,185,3,2025-12-07 12:02:36,pending,76874.35,12,2025
1477,166,24,2026-03-24 11:16:05,delivered,82044.45,3,2026
1478,389,28,2025-03-21 23:50:00,cancelled,6586.09,3,2025
1479,242,9,2026-04-15 01:29:58,pending,69492.48,4,2026
1480,141,22,2025-07-02 19:47:54,cancelled,41434.42,7,2025
1481,108,45,2025-11-04 11:42:34,processing,61244.17,11,2025
1482,56,37,2025-08-18 22:14:52,cancelled,98720.21,8,2025
1483,248,47,2024-06-04 14:53:53,cancelled,93395.78,6,2024
1484,362,19,2025-05-29 18:26:01,delivered,60923.58,5,2025
1485,163,17,2024-09-21 22:58:24,cancelled,57556.75,9,2024
1486,320,23,2025-01-27 01:11:42,processing,61467.57,1,2025
1487,255,34,2025-04-13 07:59:59,delivered,49301.19,4,2025
1488,93,40,2024-08-11 20:45:54,processing,70887.85,8,2024
1489,100,1,2024-10-22 19:31:05,pending,2496.28,10,2024
1490,321,8,2024-08-13 23:38:11,processing,79976.48,8,2024
1491,213,27,2025-11-19 21:09:08,pending,33445.85,11,2025
1492,287,41,2025-10-03 09:39:52,processing,1228.6,10,2025
1493,104,45,2025-12-04 17:08:17,shipped,25516.31,12,2025
1494,35,20,2024-12-08 08:10:02,shipped,50718.29,12,2024
1495,166,50,2026-02-03 18:11:51,pending,11472.29,2,2026
1496,171,22,2025-03-23 06:51:29,delivered,72467.22,3,2025
1497,316,2,2025-03-03 18:25:43,processing,19482.16,3,2025
1498,427,22,2024-12-22 14:44:55,delivered,91624.69,12,2024
1499,409,3,2026-02-16 05:39:04,processing,48201.4,2,2026
1500,322,30,2026-01-23 22:56:26,cancelled,89603.27,1,2026
1501,237,27,2026-03-27 19:27:45,pending,83527.06,3,2026
1502,154,37,2024-06-08 03:38:21,shipped,55562.2,6,2024
1503,10,14,2025-08-24 11:53:16,cancelled,68580.78,8,2025
1504,410,23,2024-09-24 05:13:11,pending,96964.37,9,2024
1505,144,2,2026-02-05 04:35:26,shipped,98363.52,2,2026
1506,321,35,2025-03-05 11:01:54,processing,57141.07,3,2025
1507,200,12,2024-11-12 10:38:51,cancelled,11772.78,11,2024
1508,401,49,2026-01-18 21:42:12,shipped,70556.09,1,2026
1509,162,46,2024-11-28 01:31:19,pending,27222.59,11,2024
1510,45,32,2025-09-02 21:43:51,processing,37221.2,9,2025
1511,425,20,2024-08-21 20:07:53,processing,52557.53,8,2024
1512,90,8,2024-11-04 07:08:05,shipped,78515.9,11,2024
1513,399,13,2025-10-04 14:31:35,pending,44433.03,10,2025
1514,13,31,2025-07-30 02:24:17,cancelled,15492.37,7,2025
1515,175,31,2024-10-19 12:24:07,cancelled,31104.84,10,2024
1516,168,10,2025-02-28 08:30:45,pending,82231.64,2,2025
1517,481,34,2024-10-21 08:16:34,processing,20598.19,10,2024
1518,19,30,2024-07-16 07:30:30,delivered,71396.37,7,2024
1519,268,8,2024-08-13 14:07:19,pending,31167.03,8,2024
1520,23,44,2024-09-15 04:11:48,cancelled,87200.32,9,2024
1521,171,30,2024-05-10 15:03:58,pending,10399.97,5,2024
1522,393,43,2024-10-26 20:41:21,shipped,2345.78,10,2024
1523,389,20,2025-12-29 04:36:51,processing,32155.95,12,2025
1524,99,19,2026-01-21 15:17:09,shipped,53274.35,1,2026
1525,396,29,2024-12-16 07:31:07,pending,27338.16,12,2024
1526,81,18,2025-04-14 15:11:13,pending,1624.15,4,2025
1527,319,36,2025-05-01 02:48:21,cancelled,10327.29,5,2025
1528,278,23,2025-06-27 22:31:03,cancelled,31916.64,6,2025
1529,73,46,2025-03-23 20:43:47,shipped,57450.89,3,2025
1530,88,5,2025-03-12 21:37:47,shipped,61364.96,3,2025
1531,174,35,2025-09-03 14:07:26,delivered,5167.55,9,2025
1532,15,31,2026-03-23 13:16:03,pending,10682.1,3,2026
1533,28,6,2024-05-17 20:25:21,delivered,39252.48,5,2024
1534,361,39,2024-09-22 23:59:56,cancelled,62984.12,9,2024
1535,354,45,2024-08-20 21:16:50,delivered,61669.9,8,2024
1536,160,22,2024-11-16 22:20:33,processing,71318.58,11,2024
1537,344,35,2024-08-03 01:52:27,pending,97370.82,8,2024
1538,387,49,2024-05-11 17:52:00,delivered,56822.15,5,2024
1539,48,45,2024-11-05 19:29:21,delivered,9816.57,11,2024
1540,159,44,2025-12-23 11:08:08,delivered,47107.53,12,2025
1541,486,15,2026-01-03 05:39:37,processing,86123.52,1,2026
1542,316,17,2024-11-20 20:40:05,shipped,39268.48,11,2024
1543,359,43,2025-09-12 17:08:06,shipped,78898.99,9,2025
1544,452,21,2025-06-20 20:31:44,delivered,48801.92,6,2025
1545,34,31,2024-09-02 19:13:31,pending,35208.94,9,2024
1546,237,11,2025-09-01 13:07:49,shipped,76817.36,9,2025
1547,310,37,2026-02-10 06:46:00,processing,50844.17,2,2026
1548,208,46,2024-05-21 21:53:29,pending,32654.39,5,2024
1549,333,5,2025-11-01 06:30:52,shipped,53321.28,11,2025
1550,206,38,2025-05-01 11:22:25,delivered,23933.67,5,2025
1551,125,36,2025-12-17 16:31:01,processing,97391.78,12,2025
1552,197,5,2024-05-04 13:44:56,shipped,20902.99,5,2024
1553,356,38,2024-06-01 01:59:53,delivered,78452.97,6,2024
1554,223,37,2026-02-15 18:25:48,shipped,54498.24,2,2026
1555,121,12,2026-03-16 10:41:47,pending,73962.77,3,2026
1556,365,37,2024-06-23 07:10:59,delivered,11520.85,6,2024
1557,306,30,2024-12-18 22:13:55,shipped,55553.26,12,2024
1558,421,29,2025-07-30 09:15:18,processing,30872.77,7,2025
1559,208,5,2024-12-06 13:21:26,cancelled,10963.59,12,2024
1560,417,39,2026-02-21 15:52:36,delivered,32808.08,2,2026
1561,331,43,2024-06-07 11:52:18,pending,9144.25,6,2024
1562,419,9,2026-03-19 14:33:20,cancelled,90335.27,3,2026
1563,326,1,2025-03-01 05:46:50,processing,66122.05,3,2025
1564,232,35,2026-03-16 15:41:16,shipped,39059.27,3,2026
1565,296,29,2025-01-26 09:31:42,processing,20645.6,1,2025
1566,450,21,2025-09-22 19:29:52,shipped,57070.61,9,2025
1567,468,44,2025-09-11 18:01:03,shipped,91858.31,9,2025
1568,480,28,2026-03-08 01:37:42,shipped,99029.9,3,2026
1569,299,1,2024-06-28 06:03:15,cancelled,98643.52,6,2024
1570,207,9,2025-02-21 09:16:58,shipped,6334.81,2,2025
1571,462,36,2026-01-31 09:49:29,pending,184.25,1,2026
1572,287,23,2025-11-02 15:19:54,pending,86138.66,11,2025
1573,444,2,2026-02-02 16:37:36,processing,43228.38,2,2026
1574,303,26,2024-08-06 06:51:15,shipped,71206.19,8,2024
1575,208,25,2024-10-19 10:44:56,delivered,54557.37,10,2024
1576,340,12,2024-07-15 01:11:36,delivered,13992.98,7,2024
1577,285,25,2025-07-06 14:20:17,shipped,84012.27,7,2025
1578,79,19,2025-11-10 14:19:48,processing,13514.32,11,2025
1579,37,42,2025-05-12 15:55:53,pending,14485.19,5,2025
1580,454,32,2026-04-13 17:48:01,delivered,97500.01,4,2026
1581,70,6,2024-07-21 19:33:51,processing,64260.07,7,2024
1582,213,30,2025-05-29 12:37:01,cancelled,93038.07,5,2025
1583,320,12,2025-09-17 00:31:40,delivered,50990.55,9,2025
1584,283,29,2026-01-22 23:57:35,delivered,35595.19,1,2026
1585,96,28,2025-07-13 22:25:52,cancelled,842.26,7,2025
1586,256,47,2025-12-12 03:49:47,processing,71241.79,12,2025
1587,138,27,2026-04-12 16:04:42,cancelled,57677.6,4,2026
1588,18,3,2025-06-01 02:10:54,cancelled,48378.49,6,2025
1589,189,8,2024-10-31 16:39:55,cancelled,48205.14,10,2024
1590,354,6,2025-05-09 17:08:32,processing,73045.53,5,2025
1591,270,49,2026-03-07 04:06:26,shipped,46547.14,3,2026
1592,41,34,2024-06-28 04:58:56,cancelled,8935.79,6,2024
1593,242,41,2024-10-21 00:41:50,pending,68438.99,10,2024
1594,277,38,2025-07-29 00:06:10,shipped,61342.61,7,2025
1595,463,22,2024-07-23 02:01:42,cancelled,77874.86,7,2024
1596,241,30,2025-12-10 15:56:44,cancelled,90614.9,12,2025
1597,294,47,2026-01-05 16:21:47,shipped,42159.51,1,2026
1598,492,19,2024-12-18 13:00:54,shipped,16834.07,12,2024
1599,356,39,2024-12-30 20:57:26,shipped,72724.47,12,2024
1600,289,17,2026-01-25 14:27:23,pending,62967.08,1,2026
1601,297,11,2025-07-16 23:15:11,cancelled,5256.83,7,2025
1602,150,48,2025-11-12 17:42:17,cancelled,2827.08,11,2025
1603,249,6,2025-02-15 23:49:49,processing,50609.05,2,2025
1604,436,18,2026-01-05 00:35:57,shipped,13340.62,1,2026
1605,144,18,2025-11-21 09:19:47,shipped,1518.88,11,2025
1606,58,39,2025-11-17 23:01:24,processing,91022.14,11,2025
1607,379,10,2024-10-19 08:49:39,delivered,37039.71,10,2024
1608,90,17,2026-04-15 17:36:31,processing,48543.36,4,2026
1609,410,34,2025-03-13 13:28:21,pending,34350.51,3,2025
1610,44,10,2024-10-05 10:35:38,cancelled,93400.79,10,2024
1611,79,32,2024-08-09 04:09:29,delivered,77059.74,8,2024
1612,122,43,2024-07-11 01:46:50,delivered,72627.31,7,2024
1613,86,14,2024-09-02 03:44:06,cancelled,73462.67,9,2024
1614,177,4,2024-10-02 09:53:50,shipped,75572.84,10,2024
1615,60,4,2024-11-18 08:33:22,processing,46455.09,11,2024
1616,244,20,2025-03-26 11:02:18,delivered,74640.44,3,2025
1617,386,35,2025-03-02 07:17:42,processing,38042.1,3,2025
1618,362,25,2024-11-02 15:13:44,delivered,26336.25,11,2024
1619,272,28,2026-02-18 08:14:37,pending,28950.34,2,2026
1620,409,29,2025-07-20 23:20:39,delivered,67881.49,7,2025
1621,493,34,2024-06-01 13:08:53,pending,9826.7,6,2024
1622,273,41,2025-05-04 23:34:10,shipped,95622.75,5,2025
1623,222,40,2025-06-07 11:13:26,shipped,33563.24,6,2025
1624,137,7,2025-02-04 03:37:48,shipped,65468.89,2,2025
1625,201,30,2025-10-14 12:26:33,processing,73457.91,10,2025
1626,302,50,2024-07-15 20:22:30,processing,52043.24,7,2024
1627,347,45,2024-12-20 22:25:23,processing,31395.66,12,2024
1628,6,44,2025-06-17 00:02:52,pending,83185.78,6,2025
1629,7,27,2025-03-14 06:28:45,pending,52573.9,3,2025
1630,351,29,2025-04-22 22:32:43,shipped,22019.69,4,2025
1631,146,17,2025-10-01 09:47:24,processing,3500.77,10,2025
1632,318,6,2024-10-27 10:51:29,pending,93856.7,10,2024
1633,337,14,2024-11-20 19:57:20,cancelled,63844.48,11,2024
1634,363,8,2026-03-03 04:27:08,pending,85658.44,3,2026
1635,67,25,2025-12-19 06:32:09,cancelled,80339.69,12,2025
1636,95,8,2026-04-16 21:03:09,processing,25408.24,4,2026
1637,240,43,2024-08-09 15:58:11,pending,63914.17,8,2024
1638,473,18,2025-01-26 01:23:47,delivered,69252.93,1,2025
1639,342,50,2025-04-23 05:23:56,shipped,25807.93,4,2025
1640,400,5,2025-10-26 23:42:06,shipped,77732.88,10,2025
1641,196,25,2025-01-29 17:46:48,shipped,99596.26,1,2025
1642,133,17,2026-01-17 01:58:59,processing,44113.43,1,2026
1643,252,13,2024-12-14 11:21:15,cancelled,39324.18,12,2024
1644,331,32,2024-05-05 11:28:29,pending,14472.87,5,2024
1645,394,28,2025-09-02 09:42:21,processing,61435.23,9,2025
1646,55,29,2026-03-23 05:19:21,shipped,10418.38,3,2026
1647,38,5,2025-08-02 15:49:41,cancelled,72781.76,8,2025
1648,398,29,2024-05-16 03:31:04,pending,89661.59,5,2024
1649,77,42,2026-02-01 16:48:57,pending,93296.08,2,2026
1650,341,25,2025-11-14 10:57:53,shipped,15245.59,11,2025
1651,169,26,2025-09-15 11:21:45,cancelled,470.01,9,2025
1652,363,50,2025-12-30 15:58:07,delivered,47866.13,12,2025
1653,207,47,2024-05-31 13:47:21,pending,54058.86,5,2024
1654,2,25,2025-10-07 13:52:37,delivered,12208.24,10,2025
1655,275,23,2026-04-01 17:15:59,shipped,68215.39,4,2026
1656,206,4,2025-12-22 18:58:16,pending,36599.0,12,2025
1657,437,22,2025-09-22 18:07:41,pending,84134.04,9,2025
1658,390,50,2024-10-22 06:30:15,shipped,64814.48,10,2024
1659,91,36,2024-11-01 14:33:57,pending,96754.54,11,2024
1660,339,13,2025-06-22 10:13:04,shipped,69618.64,6,2025
1661,459,7,2025-02-11 21:46:06,shipped,48701.7,2,2025
1662,454,41,2024-12-15 07:48:20,delivered,73558.89,12,2024
1663,72,3,2025-08-28 09:29:48,processing,2633.92,8,2025
1664,304,16,2025-10-15 07:04:00,delivered,38937.88,10,2025
1665,406,35,2025-01-25 22:43:56,shipped,50018.45,1,2025
1666,495,29,2026-03-21 14:41:29,pending,3800.56,3,2026
1667,29,22,2026-01-10 00:03:57,pending,40610.23,1,2026
1668,109,42,2025-10-03 08:34:40,cancelled,45891.2,10,2025
1669,348,35,2024-07-22 21:52:12,processing,74131.04,7,2024
1670,120,5,2025-06-08 14:04:51,pending,73572.43,6,2025
1671,251,42,2026-02-21 11:47:49,pending,47174.84,2,2026
1672,471,40,2024-10-19 17:06:03,pending,24343.99,10,2024
1673,333,9,2026-02-14 06:19:28,pending,17307.68,2,2026
1674,26,20,2025-03-28 17:36:32,pending,45672.84,3,2025
1675,88,38,2025-02-14 20:14:51,pending,81798.24,2,2025
1676,55,8,2024-04-25 05:15:28,delivered,59538.24,4,2024
1677,316,15,2026-03-26 18:19:15,pending,80464.91,3,2026
1678,219,22,2025-02-18 08:13:06,delivered,32491.07,2,2025
1679,500,44,2026-04-09 12:36:50,cancelled,54633.89,4,2026
1680,165,14,2026-04-02 02:01:00,pending,59349.22,4,2026
1681,172,5,2024-11-03 14:06:58,pending,27461.95,11,2024
1682,388,27,2024-12-08 19:35:05,processing,69659.95,12,2024
1683,284,11,2024-06-28 05:00:39,delivered,24440.1,6,2024
1684,298,3,2026-04-16 08:56:15,processing,10086.79,4,2026
1685,434,41,2026-01-18 03:00:23,cancelled,37675.49,1,2026
1686,81,2,2025-11-27 19:56:08,delivered,8164.19,11,2025
1687,4,12,2024-10-18 23:55:26,pending,70703.45,10,2024
1688,304,19,2024-12-06 02:59:16,delivered,69381.0,12,2024
1689,406,50,2024-09-29 12:30:41,delivered,69266.6,9,2024
1690,106,10,2026-02-15 15:18:43,shipped,52356.38,2,2026
1691,211,16,2026-03-11 14:01:29,processing,61092.75,3,2026
1692,20,39,2024-08-21 13:28:30,processing,71748.16,8,2024
1693,314,6,2026-03-31 12:03:54,shipped,34850.57,3,2026
1694,3,36,2025-03-25 23:18:09,processing,19271.1,3,2025
1695,272,7,2025-08-22 11:53:25,cancelled,36253.94,8,2025
1696,390,35,2024-12-21 11:22:04,cancelled,22005.69,12,2024
1697,395,41,2026-03-03 05:04:50,processing,27715.02,3,2026
1698,100,8,2026-01-10 00:01:07,processing,68555.85,1,2026
1699,496,31,2025-12-05 15:42:33,delivered,17714.75,12,2025
1700,344,3,2025-09-01 15:39:34,pending,64521.6,9,2025
1701,146,14,2025-02-28 16:23:43,delivered,25213.04,2,2025
1702,316,49,2025-12-23 04:33:57,delivered,4427.42,12,2025
1703,380,4,2024-05-15 10:13:24,cancelled,17671.17,5,2024
1704,403,2,2024-11-17 23:02:02,delivered,51538.88,11,2024
1705,37,16,2026-02-21 02:19:15,delivered,59311.4,2,2026
1706,167,27,2024-06-20 07:41:37,processing,74733.97,6,2024
1707,460,21,2026-01-18 12:08:30,processing,77919.63,1,2026
1708,167,15,2025-12-15 12:44:55,pending,23788.12,12,2025
1709,212,13,2025-05-06 00:25:25,delivered,89147.38,5,2025
1710,38,31,2025-04-20 00:24:03,cancelled,48492.33,4,2025
1711,456,28,2025-11-12 12:13:01,processing,21694.9,11,2025
1712,313,30,2025-03-05 20:46:47,processing,38794.3,3,2025
1713,70,30,2026-04-08 17:46:58,processing,63238.91,4,2026
1714,500,18,2026-02-01 11:02:47,processing,33655.54,2,2026
1715,17,45,2025-01-02 13:00:52,cancelled,6059.21,1,2025
1716,70,8,2025-10-28 07:40:03,delivered,45912.03,10,2025
1717,88,49,2025-03-13 04:05:45,shipped,22063.37,3,2025
1718,152,39,2026-03-01 02:38:12,processing,78975.74,3,2026
1719,327,40,2026-04-02 13:33:54,processing,57854.33,4,2026
1720,284,15,2026-01-16 05:01:45,pending,41228.44,1,2026
1721,268,32,2024-07-06 02:07:55,processing,59198.93,7,2024
1722,429,30,2026-01-19 10:34:08,shipped,1548.94,1,2026
1723,220,48,2024-08-21 15:38:22,processing,24858.36,8,2024
1724,223,38,2025-10-13 15:16:29,processing,89193.08,10,2025
1725,303,10,2024-11-07 19:27:28,cancelled,89835.35,11,2024
1726,214,3,2025-05-17 09:22:57,pending,99128.22,5,2025
1727,376,50,2024-06-09 15:47:52,cancelled,3458.69,6,2024
1728,272,26,2025-01-17 09:42:02,delivered,80990.68,1,2025
1729,357,7,2025-03-12 00:13:06,delivered,49578.98,3,2025
1730,43,36,2025-07-30 18:52:39,pending,69346.67,7,2025
1731,209,14,2025-11-06 12:29:06,processing,35904.73,11,2025
1732,123,42,2026-01-10 22:01:15,pending,1691.42,1,2026
1733,343,20,2025-06-18 13:00:28,processing,70360.12,6,2025
1734,440,37,2025-11-13 03:56:31,cancelled,2538.91,11,2025
1735,233,30,2024-12-28 22:01:35,processing,87432.48,12,2024
1736,208,12,2025-04-06 04:02:04,shipped,62718.41,4,2025
1737,361,41,2025-10-11 02:16:43,pending,86052.23,10,2025
1738,37,25,2024-05-10 08:28:50,shipped,53138.94,5,2024
1739,152,28,2025-12-01 22:52:29,shipped,69835.69,12,2025
1740,314,35,2024-05-29 13:48:55,cancelled,79468.43,5,2024
1741,404,44,2025-08-30 06:40:42,pending,62083.48,8,2025
1742,172,48,2025-08-30 10:46:27,pending,51522.17,8,2025
1743,466,44,2024-09-08 19:46:40,shipped,88808.99,9,2024
1744,57,25,2025-08-21 13:35:19,shipped,46588.75,8,2025
1745,21,24,2025-03-29 12:17:26,shipped,17609.21,3,2025
1746,287,46,2025-12-24 12:17:30,pending,56119.75,12,2025
1747,397,14,2025-08-30 01:34:15,processing,98127.04,8,2025
1748,123,35,2024-08-02 19:33:57,pending,64938.94,8,2024
1749,378,49,2024-04-21 11:57:36,cancelled,87126.03,4,2024
1750,360,14,2025-02-24 07:30:04,processing,32114.34,2,2025
1751,460,18,2024-09-21 12:17:50,cancelled,68054.65,9,2024
1752,142,4,2025-08-20 02:54:52,pending,37344.1,8,2025
1753,232,32,2024-12-12 10:26:31,cancelled,52715.59,12,2024
1754,63,31,2024-12-18 18:49:16,cancelled,67863.0,12,2024
1755,273,19,2025-07-10 08:29:14,delivered,62133.03,7,2025
1756,410,44,2024-06-21 23:32:22,pending,18916.52,6,2024
1757,453,30,2024-07-14 04:36:37,pending,8109.02,7,2024
1758,460,12,2024-08-19 16:38:47,shipped,95829.82,8,2024
1759,40,7,2024-10-29 23:34:14,processing,27666.68,10,2024
1760,357,10,2025-05-25 04:22:51,delivered,15134.76,5,2025
1761,105,34,2025-10-25 08:25:08,pending,29387.63,10,2025
1762,497,44,2025-12-06 07:51:40,cancelled,93178.98,12,2025
1763,243,23,2026-01-24 06:31:40,delivered,44441.62,1,2026
1764,331,2,2025-09-05 08:13:33,shipped,18987.16,9,2025
1765,12,15,2025-12-02 21:00:25,cancelled,64502.74,12,2025
1766,211,38,2024-07-29 03:43:53,shipped,65610.47,7,2024
1767,403,21,2026-02-05 23:06:35,delivered,59376.39,2,2026
1768,357,34,2025-07-24 11:53:10,cancelled,44581.1,7,2025
1769,156,37,2025-10-03 17:59:33,processing,89838.36,10,2025
1770,157,11,2025-03-03 19:28:17,shipped,22755.52,3,2025
1771,191,19,2025-12-25 18:32:46,pending,14919.0,12,2025
1772,146,30,2026-04-18 18:38:52,processing,61901.16,4,2026
1773,83,46,2024-12-23 04:39:15,cancelled,28596.13,12,2024
1774,499,12,2025-04-04 19:00:17,processing,16209.35,4,2025
1775,60,3,2025-04-25 16:00:06,shipped,57495.06,4,2025
1776,226,17,2026-02-26 13:57:07,shipped,18531.21,2,2026
1777,288,46,2025-11-11 03:13:28,pending,66588.77,11,2025
1778,177,10,2024-07-31 19:25:34,shipped,44898.07,7,2024
1779,500,11,2024-11-07 14:02:53,cancelled,30225.82,11,2024
1780,472,2,2024-08-31 20:30:23,delivered,93113.78,8,2024
1781,394,10,2025-10-05 01:56:03,delivered,92788.35,10,2025
1782,80,1,2025-07-23 17:19:29,cancelled,97562.54,7,2025
1783,170,42,2026-01-21 06:42:25,shipped,47443.68,1,2026
1784,149,49,2024-12-29 13:09:53,cancelled,66722.08,12,2024
1785,410,37,2025-12-31 02:55:03,delivered,33934.57,12,2025
1786,58,47,2024-11-23 23:42:21,delivered,90027.43,11,2024
1787,72,44,2024-09-20 09:58:59,cancelled,11775.92,9,2024
1788,13,26,2024-06-23 15:56:00,cancelled,84103.6,6,2024
1789,229,23,2025-03-07 01:23:47,pending,32704.01,3,2025
1790,312,42,2025-01-29 15:10:32,processing,58384.8,1,2025
1791,114,50,2024-09-07 09:17:04,shipped,19652.0,9,2024
1792,43,35,2025-02-18 17:53:10,delivered,67738.63,2,2025
1793,491,6,2026-02-28 19:43:01,cancelled,39502.92,2,2026
1794,252,21,2025-02-06 04:22:41,cancelled,60547.27,2,2025
1795,484,4,2026-01-27 10:10:05,shipped,39816.04,1,2026
1796,367,28,2026-03-06 23:56:31,shipped,38672.65,3,2026
1797,7,19,2025-07-06 03:28:25,shipped,35200.37,7,2025
1798,229,36,2024-10-10 11:21:59,pending,21647.95,10,2024
1799,455,29,2024-05-05 05:08:40,delivered,80388.18,5,2024
1800,148,11,2024-05-06 22:48:59,delivered,72887.69,5,2024
1801,213,9,2026-04-06 02:41:04,cancelled,59833.78,4,2026
1802,74,14,2025-06-26 22:22:35,shipped,47513.85,6,2025
1803,445,34,2025-09-03 17:33:57,shipped,6704.97,9,2025
1804,492,38,2025-08-07 11:11:19,delivered,8935.98,8,2025
1805,210,41,2025-08-18 19:48:13,shipped,41509.95,8,2025
1806,285,30,2024-10-13 18:02:06,cancelled,75548.85,10,2024
1807,71,13,2026-03-24 11:26:06,processing,83245.14,3,2026
1808,149,36,2024-06-27 05:15:59,delivered,4319.07,6,2024
1809,424,20,2025-04-13 06:50:51,cancelled,30461.05,4,2025
1810,287,48,2024-09-20 02:34:22,delivered,22529.57,9,2024
1811,406,1,2024-11-08 10:36:53,processing,26341.43,11,2024
1812,490,41,2025-10-15 19:04:42,delivered,12505.27,10,2025
1813,341,19,2026-02-09 17:54:05,delivered,18019.29,2,2026
1814,465,45,2024-08-28 04:27:43,processing,2941.41,8,2024
1815,392,18,2024-05-27 18:38:41,delivered,99433.86,5,2024
1816,35,39,2025-02-24 14:27:20,shipped,58148.47,2,2025
1817,290,28,2025-08-12 03:03:12,shipped,62836.81,8,2025
1818,244,45,2025-03-18 05:57:40,pending,37382.9,3,2025
1819,376,37,2025-07-29 10:45:17,pending,84543.48,7,2025
1820,84,38,2024-11-07 04:18:56,pending,14699.1,11,2024
1821,237,45,2024-08-13 00:52:01,processing,35802.81,8,2024
1822,28,18,2024-06-27 06:50:43,shipped,42009.45,6,2024
1823,467,23,2025-01-29 21:09:06,pending,29056.63,1,2025
1824,272,41,2024-08-29 05:56:36,pending,51435.26,8,2024
1825,393,41,2025-07-03 16:47:49,processing,76492.47,7,2025
1826,307,49,2024-07-19 06:11:43,processing,54416.86,7,2024
1827,447,21,2024-04-30 01:44:38,shipped,27218.75,4,2024
1828,358,45,2025-10-29 05:59:20,shipped,9673.76,10,2025
1829,297,23,2025-06-01 12:56:53,processing,1388.48,6,2025
1830,266,19,2025-03-23 02:34:11,shipped,77902.9,3,2025
1831,211,22,2025-12-10 19:05:08,processing,10331.54,12,2025
1832,80,33,2026-04-03 16:27:42,processing,83174.2,4,2026
1833,408,36,2026-04-10 03:06:26,cancelled,68996.32,4,2026
1834,488,34,2025-04-06 12:21:02,cancelled,71283.46,4,2025
1835,360,49,2026-01-21 15:49:10,pending,41792.89,1,2026
1836,470,5,2025-09-24 07:37:27,pending,81902.59,9,2025
1837,473,2,2025-05-07 22:13:43,delivered,34886.17,5,2025
1838,354,24,2024-07-20 03:51:12,processing,81722.17,7,2024
1839,456,39,2024-10-10 11:18:25,cancelled,76382.6,10,2024
1840,176,12,2025-10-25 08:24:53,shipped,2973.08,10,2025
1841,418,8,2024-09-23 21:31:37,processing,12958.58,9,2024
1842,356,10,2024-09-14 02:37:25,processing,30812.09,9,2024
1843,108,9,2026-02-17 14:17:17,pending,42538.03,2,2026
1844,391,8,2026-01-10 21:43:46,pending,1978.76,1,2026
1845,248,49,2025-12-17 14:25:58,delivered,4347.44,12,2025
1846,56,3,2024-11-11 21:00:13,cancelled,59358.3,11,2024
1847,241,8,2024-11-28 18:37:23,shipped,4423.82,11,2024
1848,155,43,2025-11-19 21:19:46,pending,75479.57,11,2025
1849,401,8,2025-05-07 22:35:06,cancelled,20619.58,5,2025
1850,462,13,2025-02-09 20:59:22,processing,67093.0,2,2025
1851,15,6,2024-07-29 05:42:52,processing,84601.57,7,2024
1852,483,18,2025-03-20 02:47:52,cancelled,34848.87,3,2025
1853,83,33,2026-02-13 05:54:55,cancelled,24258.07,2,2026
1854,292,5,2024-09-26 14:02:13,pending,81976.69,9,2024
1855,391,1,2025-07-29 04:58:37,cancelled,21778.11,7,2025
1856,99,19,2024-10-03 13:04:32,processing,90175.86,10,2024
1857,276,1,2026-01-19 04:45:12,pending,92430.79,1,2026
1858,472,33,2024-11-24 21:30:53,delivered,36709.66,11,2024
1859,302,12,2025-11-04 13:26:35,delivered,67385.22,11,2025
1860,55,12,2025-09-27 02:20:04,shipped,98131.98,9,2025
1861,218,14,2024-09-13 04:36:30,cancelled,22832.67,9,2024
1862,58,49,2025-03-10 00:52:40,shipped,12449.18,3,2025
1863,57,34,2024-09-06 04:57:40,processing,49632.02,9,2024
1864,185,46,2025-03-02 10:03:51,shipped,55757.5,3,2025
1865,21,6,2025-12-25 15:12:50,shipped,49421.91,12,2025
1866,198,19,2024-08-10 11:11:42,delivered,60078.91,8,2024
1867,160,44,2024-05-11 10:59:34,delivered,22664.76,5,2024
1868,209,19,2024-11-30 12:12:42,delivered,18959.62,11,2024
1869,36,31,2024-11-08 10:55:07,shipped,18011.8,11,2024
